ha,spring,summer,autumn,years_since_2012,min_dist_to_roads,BG,BWBS,CWH,ESSF,ICH,IDF,MS,PP,SBPS,SBS,SWB
18.0,0,1,0,1,0.05297213874977275,0,0,0,0,1,0,0,0,0,0,0
15.8,0,1,0,1,0.018043550361465915,0,0,0,0,0,1,0,0,0,0,0
60.0,1,0,0,1,0.01305422249673299,1,0,0,0,0,0,0,0,0,0,0
69.0,0,1,0,1,0.09338070799924436,0,0,0,0,0,0,0,1,0,0,0
14.9,0,1,0,1,0.0027874100806795908,0,0,0,0,0,0,0,1,0,0,0
6.2,1,0,0,1,0.20072178280191227,0,0,0,1,0,0,0,0,0,0,0
7.0,0,1,0,1,0.054085423213499774,1,0,0,0,0,0,0,0,0,0,0
26.0,0,1,0,1,0.04995509677747417,1,0,0,0,0,0,0,0,0,0,0
10.0,1,0,0,1,0.06295994046202548,0,0,0,0,0,0,0,1,0,0,0
7.0,1,0,0,1,0.056096370825642075,0,0,0,0,0,1,0,0,0,0,0
8.9,0,1,0,1,0.28206331572335597,0,0,0,1,0,0,0,0,0,0,0
5.2,0,1,0,1,0.0793458375320947,1,0,0,0,0,0,0,0,0,0,0
25.0,1,0,0,1,0.038651019849489515,0,0,0,0,0,0,0,1,0,0,0
6.8,1,0,0,1,0.02563358021420618,0,0,0,0,0,1,0,0,0,0,0
14.1,1,0,0,1,0.0013075386463360862,0,0,0,0,0,1,0,0,0,0,0
125.0,1,0,0,1,0.08047020827221767,0,0,0,0,0,1,0,0,0,0,0
12.6,0,1,0,1,0.03375655870923207,0,0,0,0,0,1,0,0,0,0,0
15.5,1,0,0,1,0.2803772342170798,0,0,0,0,0,0,1,0,0,0,0
7.5,0,1,0,1,0.3516564051902593,0,0,0,1,0,0,0,0,0,0,0
16.6,0,1,0,1,0.037455372477413665,0,0,0,1,0,0,0,0,0,0,0
22.6,0,1,0,1,0.04403863875291872,0,0,0,1,0,0,0,0,0,0,0
6.8,0,1,0,1,0.04494684299934148,0,0,0,1,0,0,0,0,0,0,0
12.5,0,1,0,1,0.3047669293959944,0,0,0,1,0,0,0,0,0,0,0
6.9,0,1,0,1,0.19086053036640416,0,0,0,1,0,0,0,0,0,0,0
17.0,0,0,1,1,0.3039564282153081,0,0,0,0,1,0,0,0,0,0,0
64.4,0,1,0,1,0.10011868199148567,0,0,0,1,0,0,0,0,0,0,0
5.0,0,1,0,1,0.25941046673388224,0,0,0,1,0,0,0,0,0,0,0
6.0,0,1,0,1,0.3644658141036356,0,0,0,1,0,0,0,0,0,0,0
35.0,0,1,0,1,0.09578384450773757,0,0,0,0,1,0,0,0,0,0,0
40.0,0,0,1,1,0.2875255307139111,0,0,0,0,1,0,0,0,0,0,0
32.0,0,0,1,1,0.33028442742541037,0,0,0,0,1,0,0,0,0,0,0
11.3,0,1,0,1,0.46036293182136695,0,0,0,1,0,0,0,0,0,0,0
203.9,0,1,0,1,0.5859494266653487,0,0,0,0,1,0,0,0,0,0,0
36.0,0,1,0,1,0.4139227848314138,0,0,0,0,1,0,0,0,0,0,0
13.8,0,0,1,1,0.222726595491983,0,0,0,0,1,0,0,0,0,0,0
7.6,0,0,1,1,0.05430445949072375,0,0,0,0,1,0,0,0,0,0,0
7.6,1,0,0,1,0.25456325154799797,0,0,0,0,0,0,0,0,0,1,0
5.6,1,0,0,1,0.032209544125924826,0,0,0,0,0,0,0,0,0,1,0
14.0,1,0,0,1,0.1162705832309662,0,0,0,0,0,0,0,0,0,1,0
7.1,0,1,0,1,0.6415490936725002,0,0,0,1,0,0,0,0,0,0,0
5.9,0,1,0,1,0.17996011763905934,0,0,0,0,0,0,0,0,0,1,0
6.0,0,1,0,1,0.3631432347035695,0,0,0,1,0,0,0,0,0,0,0
3700.0,0,1,0,1,0.8053273423172655,0,0,0,0,0,0,0,0,0,1,0
5.0,0,0,1,1,0.5224958900897163,0,0,0,0,0,0,0,0,0,1,0
7.2,0,0,1,1,0.6298980236990045,0,0,0,1,0,0,0,0,0,0,0
75.0,0,0,1,1,0.6192711136572202,0,0,0,0,0,0,0,0,0,1,0
14.7,1,0,0,1,0.008045156145134326,0,0,0,0,0,0,0,0,0,1,0
10.0,0,1,0,1,0.06806939681609236,0,0,1,0,0,0,0,0,0,0,0
103.0,0,1,0,1,0.7527733852508656,0,0,0,0,1,0,0,0,0,0,0
7.7,1,0,0,1,0.03248477414699097,0,0,0,0,1,0,0,0,0,0,0
9.0,1,0,0,1,0.022708505858846467,0,0,0,0,1,0,0,0,0,0,0
170.0,0,1,0,1,0.9825148139606886,0,0,1,0,0,0,0,0,0,0,0
3100.0,0,1,0,1,0.5533478214111487,0,0,0,1,0,0,0,0,0,0,0
111.0,0,1,0,1,0.4414109840449258,0,0,0,1,0,0,0,0,0,0,0
64.4,0,1,0,1,0.34926537394562523,0,0,1,0,0,0,0,0,0,0,0
25.0,0,0,1,1,0.08843989968361203,0,0,1,0,0,0,0,0,0,0,0
31.0,0,1,0,1,0.307002540737304,0,0,1,0,0,0,0,0,0,0,0
6.6,0,1,0,1,0.6754302449892386,0,0,1,0,0,0,0,0,0,0,0
8.0,0,0,1,1,0.007864847104110295,0,0,1,0,0,0,0,0,0,0,0
80.0,0,0,1,1,0.00028057509831382196,0,0,0,0,0,0,0,0,0,0,0
40.0,0,0,1,1,0.4338995015353791,0,0,1,0,0,0,0,0,0,0,0
33.2,0,0,1,1,0.0814152949197002,0,0,0,0,0,0,0,0,0,0,0
23.8,0,0,1,1,0.11291890033005952,0,0,0,0,0,0,0,0,0,0,0
37.3,0,0,1,1,0.12002028439558991,0,0,1,0,0,0,0,0,0,0,0
30.4,0,0,1,1,0.20058828811328455,0,0,0,0,0,0,0,0,0,0,0
17.0,0,0,1,1,0.11167519090741615,0,0,1,0,0,0,0,0,0,0,0
16.6,0,0,1,1,0.038300156928303235,0,0,1,0,0,0,0,0,0,0,0
13.4,0,0,1,1,0.033125276636804625,0,0,1,0,0,0,0,0,0,0,0
5.0,0,0,1,1,0.18579670141017238,0,0,1,0,0,0,0,0,0,0,0
178.0,0,1,0,1,0.24546209775888939,0,0,1,0,0,0,0,0,0,0,0
88.5,0,1,0,1,0.6633328738738579,0,0,0,0,0,0,0,0,0,0,0
10.0,0,1,0,2,0.4649366527356227,0,0,0,1,0,0,0,0,0,0,0
28.9,0,1,0,2,0.38071266831857753,0,0,0,1,0,0,0,0,0,0,0
9.0,0,1,0,2,0.671844204458697,0,0,0,0,0,0,1,0,0,0,0
40.0,0,1,0,2,0.5433147039469354,0,0,0,0,0,0,0,0,1,0,0
17.1,0,1,0,2,0.5028971480645303,0,0,0,0,0,0,0,0,1,0,0
11.0,0,0,1,2,0.551537968823558,0,0,0,0,0,0,1,0,0,0,0
15.0,0,0,1,2,0.3234010065807151,0,0,0,0,0,0,0,0,0,1,0
14.9,1,0,0,2,0.013237364448497683,0,0,0,0,0,1,0,0,0,0,0
5.5,1,0,0,2,0.050342999323357826,0,0,0,0,0,1,0,0,0,0,0
122.0,0,1,0,2,0.033162319254794195,0,0,0,0,0,1,0,0,0,0,0
15.4,0,1,0,2,0.3837793361399214,1,0,0,0,0,0,0,0,0,0,0
9.8,1,0,0,2,0.006040488514374687,0,0,0,0,0,1,0,0,0,0,0
7.7,1,0,0,2,0.2590041932786254,0,0,0,0,0,0,0,0,0,1,0
8.5,1,0,0,2,0.05184590099709296,0,0,0,0,0,1,0,0,0,0,0
8.3,1,0,0,2,0.006888662342186182,0,0,0,0,0,1,0,0,0,0,0
84.0,1,0,0,2,0.037834450062136725,0,0,0,0,0,1,0,0,0,0,0
14.5,1,0,0,2,0.033340137606415854,0,0,0,0,0,1,0,0,0,0,0
8.0,1,0,0,2,0.6377749238305179,0,0,0,0,0,1,0,0,0,0,0
13.0,1,0,0,2,0.030441163114561916,0,0,0,0,0,1,0,0,0,0,0
9.0,1,0,0,2,0.022537373328881637,0,0,0,0,0,1,0,0,0,0,0
35.2,1,0,0,2,0.013430139512571807,0,0,0,0,0,1,0,0,0,0,0
16.5,1,0,0,2,0.050849660762555336,0,0,0,0,0,0,0,0,1,0,0
9.0,1,0,0,2,0.10613748628918108,0,0,0,0,0,1,0,0,0,0,0
5.8,0,1,0,2,0.03544342252601753,0,0,0,0,0,1,0,0,0,0,0
5.2,0,1,0,2,0.6528177674824851,0,0,0,0,0,0,1,0,0,0,0
18.6,0,1,0,2,0.007949642695711195,0,0,0,0,0,0,0,0,1,0,0
940.0,0,1,0,2,0.013035048346509894,0,0,0,0,0,1,0,0,0,0,0
44.5,0,1,0,2,0.3190531990291409,0,0,0,0,0,0,0,0,1,0,0
609.0,0,1,0,2,0.6323382956460086,0,0,0,0,0,0,1,0,0,0,0
6.0,0,1,0,2,0.030803322517420163,0,0,0,0,0,1,0,0,0,0,0
12.0,0,0,1,2,0.6268644134555138,0,0,0,0,0,1,0,0,0,0,0
7.0,0,0,1,2,0.04494819643561549,0,0,0,0,0,0,0,0,1,0,0
8.7,0,0,1,2,0.03425872359832162,0,0,0,0,0,1,0,0,0,0,0
6.4,0,0,1,2,0.04277823877379339,0,0,0,0,0,1,0,0,0,0,0
37.0,1,0,0,2,0.005214045077868778,0,0,0,0,0,1,0,0,0,0,0
5.0,1,0,0,2,0.18044573718921333,0,0,0,0,0,0,0,0,0,1,0
11.0,1,0,0,2,0.2658433923600977,0,0,0,0,0,0,0,0,0,1,0
10.8,0,1,0,2,0.26169952077582603,0,0,0,1,0,0,0,0,0,0,0
102.0,0,1,0,2,0.16956689310017783,0,0,0,0,0,0,0,0,0,1,0
12.0,0,1,0,2,0.1338576953161886,0,0,0,0,0,0,0,0,0,1,0
20.0,0,1,0,2,0.15846628164529478,0,0,0,1,0,0,0,0,0,0,0
50.0,0,1,0,2,0.0701549909519699,0,0,0,0,0,0,0,0,0,1,0
10.0,0,1,0,2,0.08403796225876256,0,0,0,1,0,0,0,0,0,0,0
22.5,1,0,0,2,0.09239241112822784,0,0,0,0,0,0,0,0,0,1,0
28.0,1,0,0,2,0.26849391443793685,0,0,0,0,0,0,0,0,0,1,0
21518.0,0,1,0,2,0.8666593213513951,0,0,0,0,0,0,0,0,0,1,0
14.0,0,1,0,2,0.2317413121942635,0,0,0,0,0,0,0,0,0,1,0
104.0,0,1,0,2,0.42690821000901635,0,0,0,0,0,0,0,0,0,1,0
77.5,1,0,0,2,0.28480374073472997,0,0,0,0,0,0,0,0,0,1,0
1648.0,0,1,0,2,0.5646992707815933,0,0,0,0,0,0,0,0,0,1,0
85.0,0,1,0,2,0.7758011453031081,0,0,0,0,0,0,0,0,0,1,0
33068.0,1,0,0,2,1.9473987859507291,0,0,0,1,0,0,0,0,0,0,0
61285.0,0,1,0,2,1.6046590951566058,0,1,0,0,0,0,0,0,0,0,0
180.0,0,1,0,2,0.09558604373069078,0,0,0,1,0,0,0,0,0,0,0
185.0,0,1,0,2,0.056971146189862265,0,0,0,0,0,0,0,0,0,1,0
2289.46,0,1,0,2,0.1472176459008738,0,0,0,0,0,0,0,0,0,1,0
1386.46,0,1,0,2,0.19632364526858598,0,0,0,1,0,0,0,0,0,0,0
1688.34,0,1,0,2,0.4565438734308053,0,0,0,0,0,0,0,0,0,1,0
1998.2,0,1,0,2,1.3846176344171535,0,1,0,0,0,0,0,0,0,0,0
7979.49,0,1,0,2,0.43268883115302736,0,0,0,1,0,0,0,0,0,0,0
71.7,0,1,0,2,1.611451524171142,0,0,0,1,0,0,0,0,0,0,0
1541.56,0,1,0,2,0.08955774932899287,0,0,0,0,0,0,0,0,0,1,0
5.5,1,0,0,2,0.030848733015173595,0,1,0,0,0,0,0,0,0,0,0
17.0,0,1,0,2,0.41914570947576224,0,1,0,0,0,0,0,0,0,0,0
33547.0,0,1,0,2,0.31726999025712105,0,0,0,1,0,0,0,0,0,0,0
26280.8,0,1,0,2,0.22429009664661503,0,0,0,1,0,0,0,0,0,0,0
27.0,0,1,0,2,0.062242924614558534,0,1,0,0,0,0,0,0,0,0,0
5.0,0,1,0,2,0.4438787433163534,0,0,0,1,0,0,0,0,0,0,0
7.2,0,1,0,2,0.3227904351254647,0,0,0,1,0,0,0,0,0,0,0
54.0,0,1,0,2,0.2176490927134539,0,1,0,0,0,0,0,0,0,0,0
5.0,0,1,0,2,0.06601667839733247,0,1,0,0,0,0,0,0,0,0,0
62.0,0,1,0,2,0.45402685238300994,0,0,0,1,0,0,0,0,0,0,0
10.0,0,1,0,2,0.2784712874627652,0,0,0,1,0,0,0,0,0,0,0
62.0,0,1,0,2,0.08340834936676594,0,0,0,1,0,0,0,0,0,0,0
78.0,0,1,0,2,0.14546510946633678,0,0,0,1,0,0,0,0,0,0,0
215.0,0,1,0,2,0.4158603044875018,0,0,0,1,0,0,0,0,0,0,0
5.6,1,0,0,2,0.003959793879873205,0,1,0,0,0,0,0,0,0,0,0
35.5,1,0,0,2,0.3055352435503547,0,1,0,0,0,0,0,0,0,0,0
285.0,1,0,0,2,0.17898822284258661,0,1,0,0,0,0,0,0,0,0,0
6.0,1,0,0,2,0.009034990321249698,0,1,0,0,0,0,0,0,0,0,0
7.5,1,0,0,2,0.08508310181399627,0,1,0,0,0,0,0,0,0,0,0
12.0,1,0,0,2,0.17084253331224664,0,1,0,0,0,0,0,0,0,0,0
5.4,0,1,0,2,0.6223814869070632,0,1,0,0,0,0,0,0,0,0,0
7932.0,0,1,0,2,0.14741702018502725,0,1,0,0,0,0,0,0,0,0,0
10.5,0,1,0,2,0.22071646410166892,0,1,0,0,0,0,0,0,0,0,0
210.0,0,1,0,2,0.7422381823552454,0,0,0,1,0,0,0,0,0,0,0
10.9,0,1,0,2,0.08968414843079672,0,1,0,0,0,0,0,0,0,0,0
17.0,0,1,0,2,0.2137012761219188,0,1,0,0,0,0,0,0,0,0,0
827.0,0,1,0,2,0.7235053316193547,0,0,0,1,0,0,0,0,0,0,0
4057.0,0,1,0,2,0.613255369359993,0,1,0,0,0,0,0,0,0,0,0
5.1,1,0,0,2,0.7260022240273637,0,1,0,0,0,0,0,0,0,0,0
6.5,1,0,0,2,1.3753993687906934,0,1,0,0,0,0,0,0,0,0,0
15.2,1,0,0,2,0.641282153871342,0,1,0,0,0,0,0,0,0,0,0
13.0,0,1,0,2,1.487042474608176,0,1,0,0,0,0,0,0,0,0,0
6.8,0,1,0,2,1.5091536860696857,0,1,0,0,0,0,0,0,0,0,0
1290.0,0,1,0,2,1.418282778382149,0,1,0,0,0,0,0,0,0,0,0
55.9,0,1,0,2,1.017600052341546,0,1,0,0,0,0,0,0,0,0,0
36.7,0,1,0,2,1.1176090146150113,0,1,0,0,0,0,0,0,0,0,0
16.9,0,1,0,2,1.4491514851850846,0,1,0,0,0,0,0,0,0,0,0
37.4,0,1,0,2,1.2067013746468054,0,1,0,0,0,0,0,0,0,0,0
312.3,0,1,0,2,1.42921964196033,0,1,0,0,0,0,0,0,0,0,0
22.5,0,1,0,2,0.08859270378381087,0,0,0,1,0,0,0,0,0,0,0
88.3,0,1,0,2,0.09589820105623802,0,0,0,1,0,0,0,0,0,0,0
8.0,0,0,1,2,0.22439886643269064,0,0,0,1,0,0,0,0,0,0,0
5.8,1,0,0,2,0.008478935643691001,0,0,0,0,0,1,0,0,0,0,0
5.5,1,0,0,2,0.01455760722233618,0,0,0,0,0,0,0,1,0,0,0
6.6,1,0,0,2,0.0720856909724667,1,0,0,0,0,0,0,0,0,0,0
7.8,1,0,0,2,0.0794242339392652,1,0,0,0,0,0,0,0,0,0,0
15.6,1,0,0,2,0.05056009402184098,0,0,0,0,0,1,0,0,0,0,0
10.6,1,0,0,2,0.04758482896229863,1,0,0,0,0,0,0,0,0,0,0
8.0,0,1,0,2,0.14177182770261906,0,0,0,1,0,0,0,0,0,0,0
85.0,1,0,0,2,0.023670158017683053,0,0,0,0,0,0,0,1,0,0,0
114.0,0,1,0,2,0.34938605189353755,0,0,0,1,0,0,0,0,0,0,0
15.4,0,1,0,2,0.0596018720759815,0,0,0,1,0,0,0,0,0,0,0
10.0,1,0,0,2,0.0023082734808883396,0,0,0,0,0,0,0,1,0,0,0
80.0,1,0,0,2,0.058072488256176134,0,0,0,0,0,0,0,1,0,0,0
80.0,1,0,0,2,0.042602397863416984,1,0,0,0,0,0,0,0,0,0,0
9.4,0,1,0,2,0.01953819866502906,0,0,0,0,0,0,0,1,0,0,0
20.0,0,1,0,2,0.08143605384246037,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1,0,2,0.01184566880619364,0,0,0,0,0,0,0,1,0,0,0
15.0,0,1,0,2,0.22107075031250273,0,0,0,1,0,0,0,0,0,0,0
8.2,0,1,0,2,0.006222149877716322,0,0,0,0,0,0,0,1,0,0,0
345.0,0,1,0,2,0.09603238036171667,0,0,0,0,0,1,0,0,0,0,0
7.5,0,1,0,2,0.03962509806728059,0,0,0,0,0,0,0,1,0,0,0
101.0,0,1,0,2,0.05122038195072214,0,0,0,0,0,0,1,0,0,0,0
345.0,0,1,0,2,0.018997330093028193,0,0,0,0,0,1,0,0,0,0,0
5.0,0,1,0,2,0.07930530581076928,0,0,0,0,0,0,0,1,0,0,0
6.71,0,1,0,2,0.06164756461877038,0,0,0,0,0,0,0,1,0,0,0
40.0,0,1,0,2,0.019376701679381554,0,0,0,0,0,1,0,0,0,0,0
21.0,0,1,0,2,0.05117365690149898,0,0,0,0,0,0,0,1,0,0,0
5.3,0,1,0,2,0.2670126435714659,0,0,0,0,0,0,1,0,0,0,0
19.1,0,1,0,2,0.07615778647424618,0,0,0,0,0,0,0,1,0,0,0
16.0,0,1,0,2,0.05765563298024601,0,0,0,0,0,0,0,1,0,0,0
6.2,0,1,0,2,0.15831100169663997,0,0,0,0,0,1,0,0,0,0,0
5.0,1,0,0,2,0.013287184959569941,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1,0,2,0.0198568768261629,0,0,0,1,0,0,0,0,0,0,0
400.0,0,1,0,2,0.0260870115513742,0,0,0,1,0,0,0,0,0,0,0
375.0,0,1,0,2,0.15309662228938825,0,0,0,0,0,1,0,0,0,0,0
34.0,0,1,0,2,0.20889842581206514,0,0,0,0,0,1,0,0,0,0,0
5.0,0,1,0,2,0.030755394119997538,0,0,0,0,0,1,0,0,0,0,0
182.0,0,1,0,2,0.05981873754239313,0,0,0,0,0,0,0,1,0,0,0
100.0,0,0,0,2,0.08025940938044991,0,0,0,0,0,1,0,0,0,0,0
7.0,1,0,0,2,0.024157851031565095,0,0,0,0,0,0,0,1,0,0,0
17.2,1,0,0,2,0.02475955852663767,0,0,0,0,0,0,0,1,0,0,0
1389.0,0,1,0,2,0.009041178338220096,0,0,0,0,0,0,0,1,0,0,0
5.0,0,1,0,2,0.1817494713582408,0,0,0,0,0,0,1,0,0,0,0
5.0,0,1,0,2,0.052018528341031475,0,0,0,0,0,0,1,0,0,0,0
15.0,0,1,0,2,0.17634133348927808,0,0,0,1,0,0,0,0,0,0,0
13.7,0,0,1,2,0.04147959819358411,0,0,0,0,0,0,0,1,0,0,0
8.0,0,0,0,2,0.03827757842684961,0,0,0,0,0,0,0,1,0,0,0
18.3,1,0,0,2,0.053245267206454325,0,0,0,0,0,1,0,0,0,0,0
12.6,0,1,0,2,0.018745597347136406,0,0,0,0,0,1,0,0,0,0,0
23.0,0,1,0,2,0.34586816687780925,0,0,0,1,0,0,0,0,0,0,0
676.0,0,1,0,2,0.15652177702566003,0,0,0,1,0,0,0,0,0,0,0
6.6,0,1,0,2,0.26364653566721935,0,0,0,1,0,0,0,0,0,0,0
11.0,0,0,0,2,0.021054481556670102,0,0,0,0,0,1,0,0,0,0,0
18.8,0,0,0,2,0.06689674107056662,0,0,0,0,0,1,0,0,0,0,0
8.3,0,1,0,2,0.12357450882257168,0,0,0,0,0,1,0,0,0,0,0
708.0,0,1,0,2,0.20572199269146568,0,0,0,1,0,0,0,0,0,0,0
1976.0,0,1,0,2,0.10796921225872658,0,0,0,0,0,1,0,0,0,0,0
728.0,0,1,0,2,0.4241937697352408,0,0,0,1,0,0,0,0,0,0,0
240.0,0,1,0,2,0.29070928583268635,0,0,0,1,0,0,0,0,0,0,0
1222.0,0,1,0,2,0.3148634552566944,0,0,0,1,0,0,0,0,0,0,0
117.0,0,1,0,2,0.13598980312884204,0,0,0,1,0,0,0,0,0,0,0
232.0,0,1,0,2,0.45309456304547546,0,0,0,1,0,0,0,0,0,0,0
40.3,0,1,0,2,0.4800563360270043,0,0,0,0,1,0,0,0,0,0,0
48.7,0,1,0,2,0.11221900788193498,0,0,0,0,1,0,0,0,0,0,0
33.4,0,1,0,2,0.08960682474035256,0,0,0,1,0,0,0,0,0,0,0
14.3,0,1,0,2,0.03212767166251837,0,0,0,0,1,0,0,0,0,0,0
14.5,0,1,0,2,0.06310961486339778,0,0,0,0,1,0,0,0,0,0,0
173.0,0,1,0,2,0.03720436739731656,0,0,0,1,0,0,0,0,0,0,0
73.0,0,1,0,2,0.00027337175180920876,0,0,0,1,0,0,0,0,0,0,0
6.7,1,0,0,2,0.014443981140267072,0,0,0,0,1,0,0,0,0,0,0
11.0,1,0,0,2,0.21794277355160763,0,0,0,0,1,0,0,0,0,0,0
15.0,0,1,0,2,0.07564699586646406,0,0,0,1,0,0,0,0,0,0,0
17.0,0,1,0,2,0.11258927510519119,0,0,0,1,0,0,0,0,0,0,0
45.0,0,1,0,2,0.18095484009729065,0,0,0,1,0,0,0,0,0,0,0
80.0,0,1,0,2,0.43084095860554955,0,0,0,1,0,0,0,0,0,0,0
6.3,1,0,0,2,0.15541572756425556,0,0,0,0,0,0,0,0,0,1,0
43.0,0,1,0,2,0.16418064685305728,0,0,0,0,0,0,0,0,0,1,0
133100.0,0,1,0,2,0.6520232971734684,0,0,0,1,0,0,0,0,0,0,0
3750.0,0,1,0,2,0.9900233693708226,0,0,0,0,0,0,0,0,0,1,0
5.6,0,1,0,2,0.2180770777918082,0,0,0,0,0,0,0,0,0,1,0
3450.0,0,1,0,2,0.17373554244592282,0,0,0,1,0,0,0,0,0,0,0
20.0,0,1,0,2,0.41083517513385276,0,0,0,0,0,0,0,0,0,1,0
15.0,1,0,0,2,0.32281296130962234,0,0,0,0,1,0,0,0,0,0,0
36.0,1,0,0,2,0.011612560530237067,0,0,0,0,1,0,0,0,0,0,0
29.4,0,1,0,2,0.021724327932090035,0,0,1,0,0,0,0,0,0,0,0
2830.0,0,1,0,2,0.8212844356274672,0,0,0,0,0,0,0,0,0,0,1
15.0,0,1,0,2,0.6477505870198853,0,0,0,0,0,0,0,0,0,0,0
38.0,0,1,0,2,0.3004296752217296,0,0,0,1,0,0,0,0,0,0,0
540.0,0,1,0,2,0.5155730790206836,0,0,1,0,0,0,0,0,0,0,0
11.0,0,1,0,2,0.4840504864571497,0,0,0,0,0,0,0,0,0,0,0
130.0,0,1,0,2,0.5108461500295648,0,0,1,0,0,0,0,0,0,0,0
6.0,0,1,0,2,0.03934963729592027,0,0,1,0,0,0,0,0,0,0,0
94.5,1,0,0,2,0.024493680753785833,0,0,1,0,0,0,0,0,0,0,0
300.0,0,1,0,2,0.5191087158168393,0,0,1,0,0,0,0,0,0,0,0
163.0,0,1,0,2,0.11264793002634702,0,0,0,1,0,0,0,0,0,0,0
6.5,0,1,0,2,0.737267449528733,0,0,1,0,0,0,0,0,0,0,0
6.5,0,1,0,2,0.050368151631663916,0,0,1,0,0,0,0,0,0,0,0
66.0,0,1,0,2,0.07321317567745529,0,0,1,0,0,0,0,0,0,0,0
165.0,0,1,0,2,0.020167442001353834,0,0,1,0,0,0,0,0,0,0,0
2985.0,0,1,0,3,0.489440367453926,0,0,1,0,0,0,0,0,0,0,0
7.7,0,1,0,3,0.032259112486164594,0,0,1,0,0,0,0,0,0,0,0
1386.0,0,1,0,3,0.20506749465687293,0,0,1,0,0,0,0,0,0,0,0
5.7,1,0,0,3,0.4333837217944903,0,0,1,0,0,0,0,0,0,0,0
